EngineID,Cycle,OpSetting1,OpSetting2,OpSetting3,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,Ps30,phi,NRf,NRc,BPR,farB,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,RUL
-0.531,-0.723,1.330,-0.008,0.000,0.000,-0.042,0.678,-0.149,-1.000,0.142,0.342,-0.094,-0.065,0.000,0.220,0.212,0.749,-0.481,-0.654,-1.000,0.510,0.000,0.000,-0.311,-0.407,99.000
-0.531,-0.709,-1.047,-0.008,0.000,0.000,-0.262,-0.619,-0.382,-1.000,0.142,0.003,-0.094,-0.120,0.000,0.295,-0.439,0.054,-0.078,0.175,-1.000,-1.427,0.000,0.000,-0.367,0.027,98.000
-0.531,-0.694,0.461,0.333,0.000,0.000,0.138,0.639,0.102,-1.000,0.142,0.036,-0.094,-0.302,0.000,0.183,-0.601,0.332,0.267,-0.105,-1.000,0.510,0.000,0.000,0.353,-0.436,97.000
-0.531,-0.680,1.010,-1.032,0.000,0.000,0.198,0.154,0.508,-1.000,0.142,-0.054,0.188,-0.444,0.000,0.071,0.470,0.471,-0.399,0.495,-1.000,0.510,0.000,0.000,0.187,-0.617,96.000
-0.531,-0.665,0.553,1.357,0.000,0.000,0.918,0.009,-0.734,-1.000,0.142,-0.110,-0.375,-0.395,0.000,0.482,0.307,-0.225,-0.593,0.332,-1.000,-0.136,0.000,0.000,1.183,-0.419,95.000
-0.531,-0.651,-2.008,0.674,0.000,0.000,-0.542,0.391,-0.182,-1.000,0.142,-0.540,0.752,-0.230,0.000,-0.117,0.077,0.193,-0.366,-0.673,-1.000,-0.782,0.000,0.000,-0.311,-0.021,94.000
-0.531,-0.636,-1.093,0.674,0.000,0.000,-1.042,-0.522,-0.720,-1.000,0.142,-0.336,0.329,0.162,0.000,0.145,0.226,-0.225,-0.081,-0.396,-1.000,0.510,0.000,0.000,0.795,0.020,93.000
-0.531,-0.621,-0.819,0.674,0.000,0.000,0.878,-0.671,0.246,-1.000,0.142,0.014,0.611,-0.126,0.000,0.145,0.321,-1.059,-0.045,0.071,-1.000,-0.136,0.000,0.000,0.740,0.120,92.000
-0.531,-0.607,0.370,-1.032,0.000,0.000,0.338,1.347,0.461,-1.000,0.142,-0.822,0.611,-0.344,0.000,-0.117,0.741,0.749,-0.533,0.508,-1.000,0.510,0.000,0.000,-0.643,0.308,91.000
-0.531,-0.592,2.061,1.016,0.000,0.000,0.318,0.135,-0.304,-1.000,0.142,0.093,-0.094,-0.318,0.000,-0.304,0.036,0.332,-0.348,-1.017,-1.000,-0.136,0.000,0.000,0.740,0.598,90.000
-0.531,-0.578,0.141,-1.714,0.000,0.000,0.358,0.983,0.042,-1.000,0.142,-0.235,-0.235,-0.357,0.000,0.033,-0.289,-0.225,-0.401,-0.444,-1.000,0.510,0.000,0.000,0.795,0.573,89.000
-0.531,-0.563,0.736,-0.690,0.000,0.000,0.238,0.419,1.454,-1.000,0.142,0.251,0.329,-0.228,0.000,0.145,0.538,0.471,-0.210,-0.289,-1.000,-0.136,0.000,0.000,-0.035,-0.904,88.000
-0.531,-0.549,1.741,1.016,0.000,0.000,-0.662,0.044,-0.793,-1.000,0.142,0.127,-0.375,-0.061,0.000,-0.603,0.158,0.610,-0.230,-0.409,-1.000,0.510,0.000,0.000,-0.145,-0.523,87.000
-0.531,-0.534,-0.545,-1.714,0.000,0.000,-0.542,1.146,-0.510,-1.000,0.142,-0.800,-0.516,-0.206,0.000,1.156,-1.225,0.054,-0.475,0.521,-1.000,1.155,0.000,0.000,-1.861,1.202,86.000
-0.531,-0.520,1.056,0.674,0.000,0.000,0.978,-0.147,-0.726,-1.000,0.142,-0.449,-0.094,-0.462,0.000,-0.229,-0.140,0.193,-0.487,0.063,-1.000,-0.782,0.000,0.000,-0.477,0.226,85.000
-0.531,-0.505,0.507,-0.349,0.000,0.000,-0.562,-0.500,-0.296,-1.000,0.142,-0.077,0.611,-0.249,0.000,0.183,-0.100,0.193,-0.268,0.271,-1.000,-0.782,0.000,0.000,0.519,-0.426,84.000
-0.531,-0.491,-0.682,-1.373,0.000,0.000,-0.062,0.963,-0.868,-1.000,0.142,1.325,0.470,-0.213,0.000,-0.079,-0.113,-0.086,-0.075,-0.065,-1.000,0.510,0.000,0.000,0.740,0.030,83.000
-0.531,-0.476,-0.453,1.016,0.000,0.000,-0.902,-0.337,0.302,-1.000,0.142,0.217,0.470,-0.237,0.000,0.295,-0.032,0.610,-0.321,-0.017,-1.000,-0.136,0.000,0.000,-1.141,0.738,82.000
-0.531,-0.462,-1.093,-0.690,0.000,0.000,0.378,-0.483,0.648,-1.000,0.142,0.082,0.611,-0.610,0.000,-0.079,-0.289,0.332,-0.133,1.383,-1.000,0.510,0.000,0.000,0.408,-0.766,81.000
-0.531,-0.447,-2.190,-1.714,0.000,0.000,0.678,0.252,0.625,-1.000,0.142,-0.314,-0.094,-0.069,0.000,0.445,-0.276,0.749,-0.077,0.951,-1.000,0.510,0.000,0.000,-0.367,1.016,80.000
-0.531,-0.433,-1.779,-1.714,0.000,0.000,-0.362,-0.692,0.124,-1.000,0.142,-0.449,0.470,-0.572,0.000,0.033,-0.262,0.193,-0.119,-0.319,-1.000,-0.136,0.000,0.000,-0.809,1.112,79.000
-0.531,-0.418,-1.825,0.674,0.000,0.000,0.338,0.303,0.452,-1.000,0.142,0.308,0.188,-0.120,0.000,-0.154,-1.306,0.471,-0.207,0.521,-1.000,0.510,0.000,0.000,-0.699,-0.137,78.000
-0.531,-0.404,0.004,-1.373,0.000,0.000,0.358,-1.149,0.172,-1.000,0.142,-0.687,0.329,-0.213,0.000,1.081,-0.547,-0.086,-0.393,-0.468,-1.000,-0.136,0.000,0.000,0.076,-0.141,77.000
-0.531,-0.389,0.004,-0.008,0.000,0.000,-0.722,0.259,0.711,-1.000,0.142,-1.116,0.752,-0.106,0.000,0.407,0.172,0.193,-0.130,0.207,-1.000,-0.782,0.000,0.000,0.187,0.332,76.000
-0.531,-0.375,1.604,-0.690,0.000,0.000,1.558,-0.100,0.960,-1.000,0.142,-0.043,0.470,-0.275,0.000,0.744,0.551,0.888,-0.110,-0.729,-1.000,0.510,0.000,0.000,-0.865,-0.369,75.000
-0.531,-0.360,-1.002,-1.032,0.000,0.000,-0.602,-0.247,-0.172,-1.000,0.142,-0.269,0.329,-0.137,0.000,0.407,-0.154,0.193,-0.545,0.609,-1.000,0.510,0.000,0.000,0.076,1.257,74.000
-0.531,-0.346,0.278,0.674,0.000,0.000,0.618,0.254,0.901,-1.000,0.142,0.082,0.329,-0.126,0.000,-0.042,0.117,0.749,-0.178,0.793,-1.000,-0.136,0.000,0.000,-0.643,-0.122,73.000
-0.531,-0.331,1.056,-1.714,0.000,0.000,-0.762,0.804,0.380,-1.000,0.142,0.082,0.892,-0.194,0.000,0.520,0.077,0.610,-0.530,0.844,-1.000,-0.136,0.000,0.000,-0.809,0.392,72.000
-0.531,-0.317,0.095,0.674,0.000,0.000,0.838,0.976,0.510,-1.000,0.142,0.003,0.188,-0.430,0.000,-0.042,-0.289,0.193,-0.380,0.863,-1.000,0.510,0.000,0.000,0.076,0.749,71.000
-0.531,-0.302,-1.185,-0.690,0.000,0.000,0.758,0.166,0.793,-1.000,0.142,-0.009,0.470,-0.112,0.000,-0.304,-0.127,0.054,-0.269,0.585,-1.000,-0.782,0.000,0.000,-1.252,-0.812,70.000
-0.531,-0.288,0.187,-1.373,0.000,0.000,1.598,-0.005,0.324,-1.000,0.142,0.353,0.752,-0.045,0.000,0.258,-0.262,-0.225,-0.012,0.687,-1.000,0.510,0.000,0.000,0.131,-0.133,69.000
-0.531,-0.273,1.101,0.333,0.000,0.000,-0.022,-0.079,0.541,-1.000,0.142,0.161,0.892,0.081,0.000,-0.117,-0.289,0.054,-0.301,-0.473,-1.000,-0.782,0.000,0.000,-0.754,0.335,68.000
-0.531,-0.259,0.781,-0.008,0.000,0.000,-0.062,-0.986,0.117,-1.000,0.142,-0.269,0.611,0.188,0.000,0.183,0.212,1.305,-0.340,0.177,-1.000,-0.136,0.000,0.000,-0.201,-0.330,67.000
-0.531,-0.244,0.918,-1.032,0.000,0.000,0.658,-0.434,0.671,-1.000,0.142,-0.608,0.611,0.110,0.000,0.407,0.050,0.610,-0.541,0.169,-1.000,-0.136,0.000,0.000,-0.367,0.747,66.000
-0.531,-0.230,-0.042,-0.008,0.000,0.000,-0.362,-0.607,-0.226,-1.000,0.142,0.195,0.892,-0.397,0.000,-0.229,-0.642,0.749,-0.184,0.169,-1.000,0.510,0.000,0.000,0.519,-0.681,65.000
-0.531,-0.215,-2.739,-0.349,0.000,0.000,-0.702,1.401,1.056,-1.000,0.142,-0.223,0.892,-0.265,0.000,0.782,-0.642,0.193,-0.112,0.252,-1.000,-0.136,0.000,0.000,-0.256,-0.043,64.000
-0.531,-0.200,-0.819,-0.349,0.000,0.000,0.858,0.614,0.642,-1.000,0.142,0.500,0.047,-0.283,0.000,0.782,-0.262,0.610,-0.604,0.193,-1.000,1.155,0.000,0.000,-0.754,-0.246,63.000
-0.531,-0.186,0.644,0.674,0.000,0.000,-0.482,0.539,0.684,-1.000,0.142,-0.415,0.611,-0.346,0.000,0.370,-0.615,-0.225,-0.231,0.855,-1.000,0.510,0.000,0.000,-1.086,-0.668,62.000
-0.531,-0.171,-2.145,1.016,0.000,0.000,1.058,0.089,0.532,-1.000,0.142,-0.167,0.892,-0.485,0.000,0.782,0.009,0.471,-0.485,0.559,-1.000,0.510,0.000,0.000,0.961,0.066,61.000
-0.531,-0.157,-0.499,-0.008,0.000,0.000,-0.662,1.104,0.786,-1.000,0.142,-0.721,0.611,-0.409,0.000,0.782,-1.252,0.888,0.097,-1.254,-1.000,0.510,0.000,0.000,-0.477,-0.151,60.000
-0.531,-0.142,-0.590,-0.008,0.000,0.000,0.378,-0.692,0.667,-1.000,0.142,-1.048,0.470,-0.237,0.000,0.333,-0.520,0.332,-0.435,0.796,-1.000,0.510,0.000,0.000,1.183,-0.262,59.000
-0.531,-0.128,0.370,0.674,0.000,0.000,0.738,-0.699,0.486,-1.000,0.142,-0.608,0.329,-0.221,0.000,1.007,-0.018,0.332,-0.287,0.007,-1.000,-0.782,0.000,0.000,0.021,-1.290,58.000
-0.531,-0.113,1.056,1.357,0.000,0.000,0.318,0.451,0.404,-1.000,0.142,-0.574,0.188,-0.268,0.000,0.258,-1.239,0.610,-0.228,-0.060,-1.000,-0.136,0.000,0.000,0.131,-0.189,57.000
-0.531,-0.099,0.187,-0.349,0.000,0.000,0.538,0.753,1.005,-1.000,0.142,-1.828,0.752,-0.270,0.000,1.007,-0.818,0.471,-0.254,0.716,-1.000,-0.136,0.000,0.000,-0.090,-0.598,56.000
-0.531,-0.084,0.873,-0.008,0.000,0.000,0.198,-0.278,0.174,-1.000,0.142,-0.777,0.752,-0.276,0.000,0.295,-1.428,0.054,-0.491,0.932,-1.000,-0.136,0.000,0.000,-0.090,-0.811,55.000
-0.531,-0.070,0.461,0.333,0.000,0.000,0.578,1.114,0.590,-1.000,0.142,-1.602,0.329,-0.588,0.000,0.108,-1.008,0.749,-0.541,0.407,-1.000,-0.136,0.000,0.000,-0.809,-0.534,54.000
-0.531,-0.055,-0.270,-0.690,0.000,0.000,-0.442,0.639,-0.207,-1.000,0.142,-0.461,0.188,-0.409,0.000,0.557,-1.117,1.027,-0.180,-0.076,-1.000,0.510,0.000,0.000,-0.920,-0.719,53.000
-0.531,-0.041,2.610,1.357,0.000,0.000,1.538,0.474,1.091,-1.000,0.142,-0.585,0.470,-0.358,0.000,0.707,-0.805,0.610,-0.315,0.396,-1.000,0.510,0.000,0.000,-0.477,-0.036,52.000
-0.531,-0.026,-1.322,-0.690,0.000,0.000,-0.922,-0.129,0.491,-1.000,0.142,-0.698,0.752,-0.336,0.000,0.707,-0.195,0.888,-0.604,0.300,-1.000,-0.136,0.000,0.000,-0.256,0.199,51.000
-0.531,-0.012,-1.002,-0.690,0.000,0.000,0.598,-0.607,0.964,-1.000,0.142,0.082,1.033,-0.144,0.000,0.295,0.036,0.471,-0.255,0.039,-1.000,1.155,0.000,0.000,0.242,-0.065,50.000
-0.531,0.003,0.095,-1.714,0.000,0.000,1.018,0.959,0.314,-1.000,0.142,-0.664,1.033,-0.367,0.000,1.344,-0.072,1.166,-0.321,0.324,-1.000,-0.136,0.000,0.000,-0.367,0.793,49.000
-0.531,0.017,1.559,-1.032,0.000,0.000,0.138,-0.333,0.705,-1.000,0.142,-1.229,0.752,-0.497,0.000,0.857,-1.103,0.749,-0.553,0.740,-1.000,0.510,0.000,0.000,-0.754,-0.657,48.000
-0.531,0.032,1.467,-1.373,0.000,0.000,0.638,1.255,0.343,-1.000,0.142,-0.754,0.752,-0.242,0.000,0.482,-0.764,0.888,-0.274,1.417,-1.000,0.510,0.000,0.000,-0.754,-0.686,47.000
-0.531,0.046,0.324,0.333,0.000,0.000,1.318,1.172,0.117,-1.000,0.142,-0.766,0.470,-0.200,0.000,0.782,-1.550,1.722,-0.189,1.487,-1.000,1.801,0.000,0.000,-1.639,-0.753,46.000
-0.531,0.061,-1.276,-0.690,0.000,0.000,1.778,-0.271,0.624,-1.000,0.142,-0.551,0.892,-0.246,0.000,0.482,-1.049,0.610,-0.350,1.345,-1.000,1.155,0.000,0.000,0.187,-1.486,45.000
-0.531,0.075,-0.133,-1.032,0.000,0.000,0.578,0.590,0.360,-1.000,0.142,-1.511,0.892,-0.389,0.000,0.520,-1.144,0.610,-0.285,0.748,-1.000,0.510,0.000,0.000,-0.865,-1.045,44.000
-0.531,0.090,-1.688,-0.349,0.000,0.000,0.258,1.073,0.464,-1.000,0.142,-1.093,0.611,-0.209,0.000,0.707,-0.330,1.583,-0.448,-0.820,-1.000,0.510,0.000,0.000,-0.256,-0.894,43.000
-0.531,0.104,0.324,-0.349,0.000,0.000,1.018,-0.230,0.917,-1.000,0.142,-0.777,1.033,-0.001,0.000,1.231,-0.954,1.027,-0.395,1.084,-1.000,0.510,0.000,0.000,-0.699,-0.999,42.000
-0.531,0.119,-0.590,-0.008,0.000,0.000,0.298,0.616,1.145,-1.000,0.142,-1.342,0.329,-0.498,0.000,1.044,-0.506,0.749,0.096,0.129,-1.000,-0.136,0.000,0.000,-0.699,-0.871,41.000
-0.531,0.133,-0.499,-1.032,0.000,0.000,0.638,0.389,0.217,-1.000,0.142,-0.461,1.174,-0.154,0.000,0.333,-0.208,0.888,-0.338,1.796,-1.000,0.510,0.000,0.000,-0.865,-1.662,40.000
-0.531,0.148,-0.042,-1.373,0.000,0.000,0.598,0.393,0.686,-1.000,0.142,-1.093,0.752,-0.326,0.000,1.119,-0.086,0.332,-0.495,0.703,-1.000,0.510,0.000,0.000,-0.256,-0.739,39.000
-0.531,0.162,0.781,0.333,0.000,0.000,0.898,-0.464,0.586,-1.000,0.142,-0.528,1.033,-0.222,0.000,0.782,-1.455,0.332,-0.416,1.537,-1.000,-0.136,0.000,0.000,-0.256,0.106,38.000
-0.531,0.177,0.964,-1.373,0.000,0.000,2.518,-0.506,1.051,-1.000,0.142,-1.116,0.752,-0.147,0.000,0.482,-1.144,1.722,-0.485,0.708,-1.000,1.155,0.000,0.000,0.242,-1.287,37.000
-0.531,0.192,0.233,-0.008,0.000,0.000,0.718,0.534,1.364,-1.000,0.142,-0.540,1.174,-0.162,0.000,0.520,-1.550,1.305,-0.113,0.097,-1.000,1.801,0.000,0.000,-0.588,-1.246,36.000
-0.531,0.206,0.278,-1.714,0.000,0.000,0.118,2.320,1.351,-1.000,0.142,-1.444,1.597,0.027,0.000,1.231,-1.035,0.749,-0.514,0.417,-1.000,1.801,0.000,0.000,-1.031,-1.644,35.000
-0.531,0.221,0.095,1.357,0.000,0.000,0.158,0.875,0.354,-1.000,0.142,-0.608,1.033,-0.493,0.000,1.681,-0.981,0.749,-0.400,1.447,-1.000,-0.136,0.000,0.000,-0.865,-0.510,34.000
-0.531,0.235,-1.230,0.674,0.000,0.000,0.778,1.877,1.331,-1.000,0.142,-1.093,0.752,-0.300,0.000,0.819,-1.632,0.749,-0.512,1.868,-1.000,0.510,0.000,0.000,-1.916,-0.605,33.000
-0.531,0.250,0.141,1.016,0.000,0.000,0.738,0.799,0.863,-1.000,0.142,-0.608,1.174,-0.466,0.000,1.381,-1.428,1.027,-0.494,0.908,-1.000,0.510,0.000,0.000,-0.754,-1.046,32.000
-0.531,0.264,2.336,0.333,0.000,0.000,0.398,0.378,1.184,-1.000,0.142,-1.252,0.752,-0.351,0.000,1.643,-1.062,1.583,-0.693,1.153,-1.000,1.155,0.000,0.000,-0.920,-0.091,31.000
-0.531,0.279,-1.322,0.674,0.000,0.000,0.538,-0.224,1.477,-1.000,0.142,-0.845,0.611,-0.088,0.000,0.707,-1.578,1.444,-0.066,1.359,-1.000,0.510,0.000,0.000,-1.141,-1.597,30.000
-0.531,0.293,-0.087,0.674,0.000,0.000,0.958,0.110,0.405,-1.000,0.142,-1.545,1.738,-0.035,0.000,1.643,-1.971,1.166,-0.359,1.225,-1.000,1.155,0.000,0.000,-0.865,-0.940,29.000
-0.531,0.308,2.336,-0.008,0.000,0.000,1.258,0.981,0.662,-1.000,0.142,-1.805,1.315,-0.051,0.000,1.044,-1.076,1.166,-0.436,0.348,-1.000,1.801,0.000,0.000,-0.533,-0.262,28.000
-0.531,0.322,1.559,-1.032,0.000,0.000,-0.102,1.714,1.115,-1.000,0.142,-0.777,1.174,-0.196,0.000,1.905,-1.089,2.000,-0.431,0.556,-1.000,1.155,0.000,0.000,-1.473,-0.726,27.000
-0.531,0.337,-0.270,0.333,0.000,0.000,0.538,1.353,1.032,-1.000,0.142,-1.862,1.033,-0.171,0.000,0.932,-1.401,1.027,-0.386,0.919,-1.000,1.155,0.000,0.000,-1.971,-1.123,26.000
-0.531,0.351,-0.773,-0.349,0.000,0.000,1.258,0.159,1.691,-1.000,0.142,-1.387,1.174,-0.491,0.000,1.194,-1.144,1.444,-0.749,1.257,-1.000,1.801,0.000,0.000,-1.307,-1.446,25.000
-0.531,0.366,0.736,-0.008,0.000,0.000,1.618,2.250,1.825,-1.000,0.142,-1.297,1.174,-0.146,0.000,1.643,-1.537,1.305,-0.488,1.145,-1.000,2.447,0.000,0.000,-0.588,-2.105,24.000
-0.531,0.380,0.964,-0.690,0.000,0.000,2.338,0.903,1.921,-1.000,0.142,-2.393,1.597,-0.271,0.000,1.418,-0.628,1.861,-0.584,1.033,-1.000,2.447,0.000,0.000,-0.533,-0.612,23.000
-0.531,0.395,-2.190,-0.008,0.000,0.000,1.078,1.291,1.457,-1.000,0.142,-1.331,1.033,-0.263,0.000,1.231,-2.120,1.861,-0.682,0.868,-1.000,1.801,0.000,0.000,-0.643,-0.825,22.000
-0.531,0.409,-0.270,-1.373,0.000,0.000,2.078,0.259,1.406,-1.000,0.142,-0.901,1.597,-0.433,0.000,1.269,-1.550,1.444,-0.446,0.849,-1.000,0.510,0.000,0.000,-1.473,-1.335,21.000
-0.531,0.424,-0.270,-0.008,0.000,0.000,2.098,1.213,1.490,-1.000,0.142,-1.647,1.456,-0.327,0.000,1.306,-1.578,2.000,-0.477,2.023,-1.000,1.155,0.000,0.000,-2.635,-0.909,20.000
-0.531,0.438,-1.002,1.016,0.000,0.000,1.518,-0.120,0.836,-1.000,0.142,-0.653,1.315,-0.506,0.000,1.306,-1.713,1.861,-0.493,0.585,-1.000,1.801,0.000,0.000,-1.307,-1.060,19.000
-0.531,0.453,3.799,-0.349,0.000,0.000,2.658,0.649,2.196,-1.000,0.142,-1.184,1.738,-0.258,0.000,2.354,-1.713,2.000,-0.465,1.231,-1.000,0.510,0.000,0.000,-1.031,-1.608,18.000
-0.531,0.467,-1.505,-1.714,0.000,0.000,1.118,1.534,1.310,-1.000,0.142,-1.150,1.033,-0.213,0.000,1.007,-2.039,1.305,-0.445,0.743,-1.000,1.155,0.000,0.000,-1.086,-1.344,17.000
-0.531,0.482,0.964,0.333,0.000,0.000,1.218,0.942,1.040,-1.000,0.142,-1.896,1.456,-0.498,0.000,1.418,-1.266,1.583,-0.674,1.775,-1.000,1.155,0.000,0.000,-0.920,-0.668,16.000
-0.531,0.496,0.461,-1.373,0.000,0.000,1.718,0.755,1.356,-1.000,0.142,-1.105,1.738,0.013,0.000,2.055,-1.672,2.278,-0.584,1.401,-1.000,0.510,0.000,0.000,-1.473,-1.113,15.000
-0.531,0.511,1.056,0.674,0.000,0.000,1.398,0.756,1.813,-1.000,0.142,-2.653,1.174,-0.374,0.000,1.643,-1.496,2.278,-0.307,1.775,-1.000,1.155,0.000,0.000,-1.861,-1.511,14.000
-0.531,0.525,0.736,1.016,0.000,0.000,2.178,1.097,2.211,-1.000,0.142,-1.896,1.879,-0.572,0.000,1.269,-2.133,1.861,-0.425,1.711,-1.000,1.155,0.000,0.000,-0.477,-1.214,13.000
-0.531,0.540,0.827,-0.008,0.000,0.000,2.138,0.600,1.186,-1.000,0.142,-2.348,1.738,-0.151,0.000,2.055,-2.066,1.722,-0.731,2.391,-1.000,1.155,0.000,0.000,-1.252,-0.957,12.000
-0.531,0.554,-0.545,-0.690,0.000,0.000,1.918,1.069,1.788,-1.000,0.142,-1.952,2.160,-0.508,0.000,2.130,-2.147,1.861,-0.513,1.615,-1.000,2.447,0.000,0.000,-2.026,-2.167,11.000
-0.531,0.569,0.050,-0.008,0.000,0.000,1.138,1.697,1.824,-1.000,0.142,-2.201,2.442,-0.422,0.000,1.980,-1.076,1.583,-0.824,1.268,-1.000,1.155,0.000,0.000,-0.865,-2.217,10.000
-0.531,0.584,0.461,0.674,0.000,0.000,1.538,0.380,2.559,-1.000,0.142,-1.850,2.724,-0.582,0.000,1.793,-2.337,2.278,-0.499,1.327,-1.000,1.801,0.000,0.000,-0.699,-1.801,9.000
-0.531,0.598,1.879,-1.714,0.000,0.000,1.698,0.820,2.168,-1.000,0.142,-1.308,1.879,-0.163,0.000,1.793,-1.578,2.417,-0.754,1.855,-1.000,1.801,0.000,0.000,-1.473,-1.436,8.000
-0.531,0.613,-0.362,1.357,0.000,0.000,2.258,1.118,2.109,-1.000,0.142,-1.884,1.879,-0.213,0.000,1.905,-2.445,2.695,-0.690,0.831,-1.000,2.447,0.000,0.000,-1.252,-1.854,7.000
-0.531,0.627,-0.179,-1.032,0.000,0.000,1.818,0.747,2.481,-1.000,0.142,-1.511,1.738,-0.668,0.000,2.354,-2.757,2.417,-1.027,2.167,-1.000,1.155,0.000,0.000,-1.971,-1.564,6.000
-0.531,0.642,-1.047,-1.032,0.000,0.000,1.898,1.335,1.755,-1.000,0.142,-1.839,1.456,-0.368,0.000,2.392,-1.944,2.139,-0.724,2.311,-1.000,1.155,0.000,0.000,-1.473,-1.748,5.000
-0.531,0.656,0.050,1.357,0.000,0.000,2.298,1.130,1.280,-1.000,0.142,-1.918,2.160,-0.741,0.000,1.943,-2.459,2.695,-0.837,2.433,-1.000,2.447,0.000,0.000,-2.248,-1.154,4.000
-0.531,0.671,1.193,-0.690,0.000,0.000,2.598,1.301,2.437,-1.000,0.142,-1.545,2.160,-0.189,0.000,1.418,-2.662,2.278,-0.958,2.412,-1.000,2.447,0.000,0.000,-2.192,-2.883,3.000
-0.531,0.685,-1.185,-0.349,0.000,0.000,2.378,1.275,2.582,-1.000,0.142,-1.568,3.428,-0.501,0.000,1.718,-2.432,2.974,-0.688,1.983,-1.000,1.801,0.000,0.000,-0.975,-1.635,2.000
-0.531,0.700,0.690,-0.690,0.000,0.000,1.998,0.503,2.197,-1.000,0.142,-2.110,2.160,-0.124,0.000,2.841,-2.215,1.722,-0.875,1.481,-1.000,1.801,0.000,0.000,-2.192,-2.708,1.000
-0.531,0.714,-0.225,-0.349,0.000,0.000,1.258,2.622,2.599,-1.000,0.142,-1.884,2.583,-0.635,0.000,2.691,-2.730,2.974,-1.000,2.415,-1.000,1.801,0.000,0.000,-2.358,-2.755,0.000
-0.496,-1.565,1.604,0.333,0.000,0.000,-0.362,-0.650,-0.512,-1.000,0.142,0.127,-0.798,-0.887,0.000,-0.716,0.117,-0.086,-0.864,0.287,-1.000,-0.782,0.000,0.000,1.625,1.303,169.000
-0.496,-1.551,-0.773,0.333,0.000,0.000,0.478,-0.333,-0.368,-1.000,0.142,0.262,-0.375,-0.754,0.000,-0.416,0.727,-0.086,-0.925,-1.689,-1.000,-0.782,0.000,0.000,0.242,0.696,168.000
-0.496,-1.536,0.278,0.674,0.000,0.000,0.598,-0.532,-0.160,-1.000,0.142,0.590,0.611,-0.749,0.000,-0.529,0.877,0.054,-0.933,-0.710,-1.000,-0.782,0.000,0.000,0.795,0.781,167.000
-0.496,-1.522,-0.727,-1.714,0.000,0.000,-1.542,-0.366,-0.370,-1.000,0.142,0.421,0.047,-1.068,0.000,-0.491,0.714,0.332,-1.096,-0.462,-1.000,-0.782,0.000,0.000,0.629,-0.261,166.000
-0.496,-1.507,1.421,-0.008,0.000,0.000,0.098,-0.229,-0.394,-1.000,0.142,-0.235,0.047,-0.848,0.000,-0.940,0.592,-0.364,-0.653,-1.198,-1.000,-1.427,0.000,0.000,0.297,-0.070,165.000
-0.496,-1.493,0.553,1.357,0.000,0.000,-1.742,-0.377,-0.509,-1.000,0.142,-0.009,-0.235,-0.933,0.000,-0.566,0.660,0.471,-0.765,-0.521,-1.000,-1.427,0.000,0.000,0.297,0.327,164.000
-0.496,-1.478,1.284,0.333,0.000,0.000,-0.662,0.391,-0.873,-1.000,0.142,0.986,0.329,-0.761,0.000,-0.716,0.660,-0.086,-0.977,-0.745,-1.000,-1.427,0.000,0.000,0.574,0.272,163.000
-0.496,-1.464,0.553,-1.373,0.000,0.000,0.138,-0.015,0.580,-1.000,0.142,0.850,0.047,-1.243,0.000,-0.192,0.524,-0.364,-0.769,-0.433,-1.000,-2.073,0.000,0.000,-0.201,0.115,162.000
-0.496,-1.449,0.187,-1.714,0.000,0.000,-0.742,-0.651,-0.697,-1.000,0.142,0.669,0.611,-0.987,0.000,-0.491,0.619,-0.503,-1.233,-0.766,-1.000,-0.136,0.000,0.000,1.017,-0.484,161.000
-0.496,-1.435,-0.407,1.016,0.000,0.000,1.478,-1.212,-0.653,-1.000,0.142,0.522,-0.516,-0.925,0.000,-0.454,-0.303,-0.364,-0.872,-1.174,-1.000,-0.136,0.000,0.000,1.238,0.927,160.000
-0.496,-1.420,3.204,1.357,0.000,0.000,-0.142,-1.491,-0.703,-1.000,0.142,1.031,-0.094,-1.084,0.000,-0.229,0.199,0.054,-1.046,-0.988,-1.000,0.510,0.000,0.000,-0.035,-0.225,159.000
-0.496,-1.405,-2.053,-0.008,0.000,0.000,0.698,0.880,-0.063,-1.000,0.142,0.251,0.047,-0.823,0.000,-0.716,0.036,0.054,-0.825,-0.492,-1.000,-0.782,0.000,0.000,0.851,1.243,158.000
-0.496,-1.391,-1.139,0.333,0.000,0.000,-0.442,0.176,0.398,-1.000,0.142,0.387,-0.235,-0.552,0.000,-0.004,0.497,-0.086,-1.060,-0.113,-1.000,-1.427,0.000,0.000,0.851,0.881,157.000
-0.496,-1.376,-1.779,1.016,0.000,0.000,1.118,0.223,-0.793,-1.000,0.142,0.466,0.329,-0.434,0.000,-0.491,0.361,0.610,-0.669,-0.415,-1.000,-0.136,0.000,0.000,-0.090,0.511,156.000
-0.496,-1.362,1.467,1.016,0.000,0.000,-0.682,0.634,-0.494,-1.000,0.142,0.149,-0.516,-0.914,0.000,-0.042,0.416,0.193,-0.887,-0.001,-1.000,-0.136,0.000,0.000,1.238,0.642,155.000
-0.496,-1.347,0.873,-0.690,0.000,0.000,-0.702,-0.522,-0.013,-1.000,0.142,0.816,-0.798,-0.719,0.000,-0.004,-0.235,0.888,-0.561,-0.782,-1.000,-0.136,0.000,0.000,0.851,-0.861,154.000
