EngineID,Cycle,OpSetting1,OpSetting2,OpSetting3,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,Ps30,phi,NRf,NRc,BPR,farB,htBleed,Nf_dmd,PCNfR_dmd,W31,W32
0.427,-0.244,-0.499,1.357,0.000,0.000,-0.602,0.546,-0.504,-1.000,0.142,-0.754,-0.375,-0.262,0.000,-0.491,0.185,-0.642,-0.236,0.383,-1.000,-0.136,0.000,0.000,-0.422,-0.744
0.427,-0.230,-0.407,1.357,0.000,0.000,-1.242,-0.387,0.312,-1.000,0.142,0.014,-0.235,-0.410,0.000,-0.416,0.551,-0.642,-0.102,-0.143,-1.000,-0.782,0.000,0.000,-0.699,0.380
0.427,-0.215,0.095,1.016,0.000,0.000,-0.202,0.339,-0.214,-1.000,0.142,0.138,-0.094,-0.232,0.000,-0.641,-0.032,-1.059,-0.153,-0.908,-1.000,-0.782,0.000,0.000,-0.035,0.377
0.427,-0.200,0.187,-1.032,0.000,0.000,0.118,0.158,0.616,-1.000,0.142,1.166,-0.235,-0.180,0.000,0.071,0.280,-0.503,-0.017,-0.284,-1.000,-0.136,0.000,0.000,-0.035,-0.578
0.427,-0.186,0.553,1.016,0.000,0.000,0.118,-1.039,-0.345,-1.000,0.142,-0.088,-0.657,-0.310,0.000,-0.454,-0.303,-0.781,-0.141,-0.486,-1.000,-0.782,0.000,0.000,0.297,0.233
0.427,-0.171,-0.636,-0.690,0.000,0.000,-0.302,-1.144,-0.816,-1.000,0.142,0.003,0.329,-0.117,0.000,-0.641,0.619,-0.642,-0.135,-0.204,-1.000,-0.782,0.000,0.000,-0.090,0.550
0.427,-0.157,0.918,0.333,0.000,0.000,0.358,0.070,0.122,-1.000,0.142,0.500,0.188,-0.539,0.000,-0.379,0.280,-0.225,-0.252,0.191,-1.000,-0.782,0.000,0.000,-0.201,0.435
0.427,-0.142,1.330,0.333,0.000,0.000,-0.322,-1.167,-0.087,-1.000,0.142,0.601,-0.657,-0.475,0.000,0.145,-0.384,-0.781,-0.277,-0.372,-1.000,-0.782,0.000,0.000,-0.643,0.617
0.427,-0.128,0.644,0.674,0.000,0.000,-1.202,0.127,-0.509,-1.000,0.142,0.861,-0.657,0.008,0.000,-0.416,-0.018,-0.086,-0.119,-0.375,-1.000,-0.136,0.000,0.000,1.293,-0.416
0.427,-0.113,1.513,-1.714,0.000,0.000,-0.002,-0.423,-0.250,-1.000,0.142,0.500,-0.094,-0.359,0.000,-0.042,0.158,-0.364,0.125,-0.388,-1.000,-0.782,0.000,0.000,-0.256,-0.528
0.427,-0.099,1.421,1.016,0.000,0.000,-0.402,-0.945,-0.077,-1.000,0.142,0.353,0.047,-0.477,0.000,-0.566,0.633,-0.781,-0.029,0.175,-1.000,-0.782,0.000,0.000,0.353,0.619
0.427,-0.084,0.553,0.333,0.000,0.000,0.998,-0.229,-0.280,-1.000,0.142,0.601,-0.094,-0.205,0.000,-0.903,0.985,-0.086,-0.505,-1.052,-1.000,-0.136,0.000,0.000,-0.145,0.090
0.427,-0.070,-0.179,0.674,0.000,0.000,-0.122,-0.183,-0.190,-1.000,0.142,0.342,-0.798,-0.827,0.000,0.033,0.578,0.332,-0.321,0.761,-1.000,-0.782,0.000,0.000,-0.035,0.540
0.427,-0.055,0.461,0.674,0.000,0.000,0.238,-0.278,-0.226,-1.000,0.142,0.274,0.047,-0.331,0.000,0.033,0.077,0.054,-0.180,-0.622,-1.000,0.510,0.000,0.000,0.961,0.754
0.427,-0.041,0.736,-1.373,0.000,0.000,1.078,0.569,-0.820,-1.000,0.142,-1.026,0.329,-0.289,0.000,-0.229,0.836,0.193,-0.058,-0.361,-1.000,-0.782,0.000,0.000,-0.311,-0.180
0.427,-0.026,1.330,-1.032,0.000,0.000,0.498,-0.271,-0.795,-1.000,0.142,0.229,0.470,-0.084,0.000,-0.079,0.511,-0.225,-0.409,0.484,-1.000,-0.136,0.000,0.000,-0.588,1.279
0.427,-0.012,-0.225,0.674,0.000,0.000,1.438,-0.271,-0.199,-1.000,0.142,-0.574,0.329,-0.129,0.000,-0.192,-0.100,-0.503,-0.331,-0.790,-1.000,-0.136,0.000,0.000,0.629,0.114
0.427,0.003,-0.133,-0.008,0.000,0.000,-1.242,-0.412,0.233,-1.000,0.142,-0.506,-0.235,-0.209,0.000,-0.042,0.321,-0.503,-0.251,0.444,-1.000,0.510,0.000,0.000,-0.367,-1.304
0.427,0.017,-0.545,-0.690,0.000,0.000,-0.422,0.626,-0.365,-1.000,0.142,0.319,-0.235,-0.032,0.000,-1.015,-0.289,-0.086,-0.283,0.140,-1.000,-0.782,0.000,0.000,0.463,-0.047
0.427,0.032,0.644,-0.349,0.000,0.000,1.378,-1.061,0.215,-1.000,0.142,-0.122,-0.516,-0.372,0.000,0.183,-0.750,0.193,-0.224,0.511,-1.000,-1.427,0.000,0.000,-0.145,0.481
0.427,0.046,0.370,-0.349,0.000,0.000,-0.762,-0.526,0.178,-1.000,0.142,1.178,0.047,-0.374,0.000,-0.304,0.253,-0.503,-0.449,0.201,-1.000,-0.136,0.000,0.000,1.183,-0.315
0.427,0.061,-1.550,-1.032,0.000,0.000,-1.142,-0.917,-0.434,-1.000,0.142,0.319,0.047,-0.200,0.000,0.333,-0.222,-0.364,-0.359,-0.031,-1.000,-0.136,0.000,0.000,0.021,0.650
0.427,0.075,-2.419,-0.690,0.000,0.000,-0.562,-0.961,-0.276,-1.000,0.142,0.805,-0.235,-0.165,0.000,-0.192,0.375,-0.642,-0.088,-0.468,-1.000,-1.427,0.000,0.000,-0.145,0.005
0.427,0.090,0.644,-1.714,0.000,0.000,-1.482,0.269,-0.574,-1.000,0.142,0.590,0.611,-0.170,0.000,-1.277,0.294,-0.086,-0.182,-0.047,-1.000,-0.782,0.000,0.000,0.187,0.986
0.427,0.104,-1.870,1.016,0.000,0.000,-0.362,0.494,0.292,-1.000,0.142,-0.031,0.329,-0.565,0.000,-0.079,-0.086,0.054,-0.254,0.289,-1.000,-0.782,0.000,0.000,-0.477,-0.164
0.427,0.119,0.781,0.674,0.000,0.000,0.278,-0.961,0.582,-1.000,0.142,0.308,-0.235,0.154,0.000,-0.266,0.538,0.054,-0.117,-0.404,-1.000,-0.782,0.000,0.000,0.574,0.709
0.427,0.133,0.050,-0.008,0.000,0.000,-0.402,0.272,0.211,-1.000,0.142,0.240,-0.516,-0.270,0.000,0.220,-0.181,-0.086,-0.230,0.177,-1.000,-0.782,0.000,0.000,0.519,0.225
0.427,0.148,-1.825,-0.690,0.000,0.000,-0.742,-0.516,-0.139,-1.000,0.142,-0.280,-0.375,-0.426,0.000,-0.416,-0.574,-0.920,-0.316,0.183,-1.000,-0.782,0.000,0.000,-0.477,0.676
0.427,0.162,1.879,1.016,0.000,0.000,-0.722,-0.415,-0.924,-1.000,0.142,0.353,0.752,-0.084,0.000,0.145,0.388,0.054,-0.195,-0.670,-1.000,-0.136,0.000,0.000,1.293,0.429
0.427,0.177,1.193,0.674,0.000,0.000,-0.602,0.068,0.273,-1.000,0.142,1.087,-1.080,-0.629,0.000,-0.454,-0.439,-0.086,-0.349,-0.513,-1.000,-1.427,0.000,0.000,0.685,0.340
0.427,0.192,0.370,1.698,0.000,0.000,0.958,-0.198,-0.879,-1.000,0.142,0.138,-0.657,0.045,0.000,-0.454,0.348,-0.364,0.075,1.041,-1.000,0.510,0.000,0.000,-0.477,-0.026
0.427,0.206,0.004,-0.349,0.000,0.000,0.158,-0.487,0.268,-1.000,0.142,-0.585,-0.375,0.024,0.000,-0.491,0.307,0.054,-0.186,0.479,-1.000,-0.782,0.000,0.000,0.353,0.176
0.427,0.221,-0.865,-1.373,0.000,0.000,-0.822,-0.832,0.008,-1.000,0.142,0.839,-0.235,0.053,0.000,0.220,0.158,-0.503,-0.220,-0.697,-1.000,-0.782,0.000,0.000,0.076,-0.323
0.427,0.235,0.553,0.333,0.000,0.000,-0.202,0.115,0.431,-1.000,0.142,0.353,0.047,-0.060,0.000,-0.566,-0.018,-0.225,-0.165,-0.865,-1.000,-0.136,0.000,0.000,0.851,-0.307
0.427,0.250,1.284,-0.008,0.000,0.000,-0.342,-0.309,0.057,-1.000,0.142,-0.721,-0.657,0.099,0.000,-0.678,-0.384,0.054,-0.112,0.447,-1.000,0.510,0.000,0.000,0.131,-0.417
0.427,0.264,1.010,-1.032,0.000,0.000,-0.022,-1.318,-1.008,-1.000,0.142,0.748,0.047,-0.086,0.000,0.295,0.402,1.166,-0.165,0.567,-1.000,-0.136,0.000,0.000,-0.367,-0.831
0.427,0.279,-0.682,-0.349,0.000,0.000,-0.662,0.019,0.141,-1.000,0.142,0.613,-0.235,-0.574,0.000,-0.454,0.388,0.471,-0.457,0.623,-1.000,0.510,0.000,0.000,0.629,-0.964
0.427,0.293,0.918,1.016,0.000,0.000,-0.302,-0.289,0.455,-1.000,0.142,-0.031,-0.516,-0.197,0.000,-0.603,-0.140,0.054,-0.164,-0.494,-1.000,-0.136,0.000,0.000,0.242,0.013
0.427,0.308,0.278,-0.690,0.000,0.000,0.038,-0.010,-0.127,-1.000,0.142,0.206,0.329,-0.040,0.000,-0.229,-0.276,0.193,-0.316,-0.167,-1.000,-0.136,0.000,0.000,-0.145,1.126
0.427,0.322,0.461,1.016,0.000,0.000,0.098,0.334,-0.439,-1.000,0.142,0.093,-0.235,-0.008,0.000,-0.379,-0.493,0.332,-0.172,0.457,-1.000,0.510,0.000,0.000,1.183,-0.202
0.427,0.337,-2.282,-0.690,0.000,0.000,0.618,-0.535,-0.447,-1.000,0.142,0.014,0.047,-0.017,0.000,-0.416,-0.466,-0.364,-0.320,0.081,-1.000,0.510,0.000,0.000,0.131,0.329
0.427,0.351,-0.910,-0.690,0.000,0.000,-0.182,0.717,-0.968,-1.000,0.142,0.285,-0.516,-0.125,0.000,-0.454,0.416,-0.503,-0.240,-1.244,-1.000,-0.136,0.000,0.000,-0.035,0.251
0.427,0.366,0.781,0.674,0.000,0.000,-0.062,-0.779,-0.438,-1.000,0.142,-0.449,-1.362,-0.475,0.000,-0.154,-0.289,-0.225,-0.234,0.209,-1.000,0.510,0.000,0.000,-0.035,0.681
0.427,0.380,2.381,0.674,0.000,0.000,-0.522,0.543,-0.760,-1.000,0.142,0.387,-0.798,0.039,0.000,0.033,0.172,0.749,-0.422,0.313,-1.000,-0.136,0.000,0.000,0.519,-0.722
0.427,0.395,-1.139,0.333,0.000,0.000,0.998,1.218,0.022,-1.000,0.142,0.353,0.047,-0.339,0.000,-0.304,0.199,-0.920,-0.113,0.220,-1.000,-0.136,0.000,0.000,0.685,0.685
0.427,0.409,-0.225,-1.373,0.000,0.000,-0.262,-0.597,0.233,-1.000,0.142,0.048,-0.094,-0.175,0.000,-0.341,0.199,-1.059,0.062,-0.828,-1.000,0.510,0.000,0.000,0.353,1.749
0.427,0.424,-0.727,-1.032,0.000,0.000,0.278,-2.052,-0.345,-1.000,0.142,0.138,-0.375,-0.162,0.000,-0.416,0.782,-0.225,0.218,-0.039,-1.000,-0.136,0.000,0.000,0.519,0.338
0.427,0.438,-0.682,-1.714,0.000,0.000,0.138,0.422,0.334,-1.000,0.142,-0.189,-0.516,0.172,0.000,-0.341,-0.032,-0.920,0.175,-0.281,-1.000,0.510,0.000,0.000,0.685,-0.098
0.427,0.453,-0.453,-1.373,0.000,0.000,0.878,0.422,-0.446,-1.000,0.142,-0.212,-0.094,-0.463,0.000,-0.229,0.361,0.054,-0.114,0.705,-1.000,-0.782,0.000,0.000,-0.090,0.329
0.427,0.467,0.827,-1.373,0.000,0.000,-0.762,0.058,0.367,-1.000,0.142,0.319,-0.094,-0.362,0.000,-0.603,0.090,0.054,-0.016,-0.049,-1.000,-0.136,0.000,0.000,-0.256,0.762
0.427,0.482,0.278,1.357,0.000,0.000,-0.222,-0.325,-0.032,-1.000,0.142,0.488,0.047,-0.083,0.000,0.445,0.578,-0.364,-0.219,-0.844,-1.000,0.510,0.000,0.000,0.795,-0.493
0.427,0.496,0.598,-1.032,0.000,0.000,-0.102,-0.534,-0.329,-1.000,0.142,0.116,-0.657,-0.137,0.000,-0.229,-0.235,-0.364,-0.251,0.295,-1.000,-0.136,0.000,0.000,-0.754,1.073
0.427,0.511,-1.093,-0.690,0.000,0.000,-0.822,0.464,0.280,-1.000,0.142,-0.077,0.188,-0.420,0.000,0.108,-0.018,-0.642,-0.033,-0.225,-1.000,0.510,0.000,0.000,-0.145,0.051
0.427,0.525,-0.270,0.333,0.000,0.000,0.158,-0.873,0.308,-1.000,0.142,0.488,-0.235,-0.343,0.000,-0.079,-0.249,-1.198,-0.056,-0.734,-1.000,-0.136,0.000,0.000,0.519,0.414
0.427,0.540,0.644,-1.373,0.000,0.000,0.558,-0.358,-0.372,-1.000,0.142,0.534,-0.516,-0.243,0.000,-0.566,-0.086,0.193,-0.081,-0.071,-1.000,-0.782,0.000,0.000,0.685,-0.044
0.427,0.554,1.970,1.698,0.000,0.000,-0.382,0.076,0.133,-1.000,0.142,0.308,0.047,-0.310,0.000,-0.603,-0.520,-0.364,0.058,-0.041,-1.000,-0.136,0.000,0.000,0.851,-0.115
0.427,0.569,0.233,1.357,0.000,0.000,-0.142,-0.170,-0.358,-1.000,0.142,-0.370,0.892,-0.106,0.000,0.595,0.009,-0.086,-0.081,0.967,-1.000,-1.427,0.000,0.000,0.076,0.456
0.427,0.584,-0.316,-0.690,0.000,0.000,0.178,-0.841,0.346,-1.000,0.142,-0.291,-0.657,-0.221,0.000,-0.117,-0.235,0.332,0.044,-1.014,-1.000,-0.136,0.000,0.000,0.297,1.194
0.427,0.598,0.873,1.016,0.000,0.000,-0.462,0.642,-0.545,-1.000,0.142,0.003,-0.375,-0.375,0.000,-0.678,-0.533,0.193,-0.125,1.161,-1.000,0.510,0.000,0.000,0.851,-0.341
0.427,0.613,-0.179,1.357,0.000,0.000,0.018,-0.487,-0.252,-1.000,0.142,-0.528,0.188,0.157,0.000,-0.304,0.782,-0.642,-0.004,-0.151,-1.000,-0.782,0.000,0.000,-0.533,0.153
0.427,0.627,0.141,-0.690,0.000,0.000,-0.522,0.647,-0.579,-1.000,0.142,-0.415,-0.516,-0.196,0.000,0.520,0.321,0.471,-0.341,0.372,-1.000,1.155,0.000,0.000,0.685,0.410
0.427,0.642,-0.910,1.016,0.000,0.000,0.018,0.579,-0.287,-1.000,0.142,-0.336,0.329,0.185,0.000,0.220,0.239,-0.503,0.174,-1.369,-1.000,1.155,0.000,0.000,0.851,-0.655
0.427,0.656,1.193,-1.032,0.000,0.000,1.038,-0.604,0.215,-1.000,0.142,-0.235,0.188,-0.286,0.000,0.258,-0.262,0.193,-0.263,0.268,-1.000,0.510,0.000,0.000,0.021,-0.131
0.427,0.671,-0.270,0.674,0.000,0.000,-0.242,-0.557,-0.146,-1.000,0.142,-0.110,-0.375,0.216,0.000,-0.079,-0.588,-0.086,-0.167,0.065,-1.000,-0.136,0.000,0.000,0.961,-0.060
0.427,0.685,-0.042,0.333,0.000,0.000,-0.342,0.854,0.333,-1.000,0.142,-0.291,-0.516,-0.050,0.000,0.183,-0.642,-0.503,-0.101,0.415,-1.000,1.155,0.000,0.000,-0.975,0.642
0.427,0.700,0.095,0.333,0.000,0.000,0.498,-0.258,0.513,-1.000,0.142,0.579,0.329,-0.200,0.000,-0.192,0.131,-0.086,-0.137,0.316,-1.000,-0.136,0.000,0.000,-0.588,-0.006
0.427,0.714,0.233,0.333,0.000,0.000,-1.002,1.378,-0.218,-1.000,0.142,-0.280,-0.375,-0.071,0.000,-0.192,-0.371,0.332,-0.219,-0.380,-1.000,-0.136,0.000,0.000,0.242,-0.176
0.427,0.729,0.553,1.016,0.000,0.000,-0.942,-0.082,-0.214,-1.000,0.142,0.387,0.047,0.118,0.000,0.183,0.036,-0.225,0.175,0.487,-1.000,-0.782,0.000,0.000,0.187,-1.110
0.427,0.743,-1.093,0.333,0.000,0.000,-1.122,0.561,0.444,-1.000,0.142,0.070,0.470,-0.337,0.000,0.295,0.050,0.332,-0.138,-0.716,-1.000,-0.136,0.000,0.000,0.685,-1.146
0.427,0.758,-0.819,0.333,0.000,0.000,-0.122,1.069,-0.259,-1.000,0.142,-0.291,0.188,-0.164,0.000,-0.304,-0.384,-0.364,-0.218,0.105,-1.000,0.510,0.000,0.000,0.519,-0.060
0.427,0.772,-0.316,-0.349,0.000,0.000,0.518,-0.242,0.536,-1.000,0.142,-0.495,0.047,-0.138,0.000,0.108,-0.127,0.332,0.183,-0.047,-1.000,0.510,0.000,0.000,-0.145,-0.152
0.427,0.787,-0.179,-0.349,0.000,0.000,0.058,0.030,0.030,-1.000,0.142,-0.687,0.047,0.119,0.000,0.258,-0.005,0.332,0.129,0.033,-1.000,-0.782,0.000,0.000,0.131,0.063
0.427,0.801,0.095,-0.008,0.000,0.000,-0.022,0.238,-0.430,-1.000,0.142,0.285,0.329,-0.005,0.000,0.370,-0.452,-0.364,-0.005,-0.436,-1.000,-0.782,0.000,0.000,0.851,-0.109
0.427,0.816,0.461,-1.032,0.000,0.000,-1.062,-0.607,-0.590,-1.000,0.142,-0.020,-0.375,0.057,0.000,0.071,0.117,1.027,-0.055,0.140,-1.000,-0.136,0.000,0.000,-0.533,0.424
0.427,0.830,0.050,-1.032,0.000,0.000,-0.562,0.375,0.744,-1.000,0.142,0.568,-0.375,0.050,0.000,0.071,-0.818,0.332,0.085,-0.089,-1.000,-0.782,0.000,0.000,0.851,0.075
0.427,0.845,-1.230,-0.008,0.000,0.000,-0.282,0.680,-0.243,-1.000,0.142,-0.223,-0.094,0.113,0.000,-0.266,-0.289,-0.086,-0.096,-0.105,-1.000,-0.136,0.000,0.000,0.297,-0.570
0.427,0.859,-0.499,-1.032,0.000,0.000,-0.122,0.507,0.135,-1.000,0.142,-0.495,-0.516,-0.407,0.000,0.071,0.036,0.193,-0.119,-0.311,-1.000,0.510,0.000,0.000,0.242,-0.176
0.427,0.874,0.233,1.016,0.000,0.000,-0.722,0.223,-0.158,-1.000,0.142,-0.393,-0.375,0.289,0.000,-0.529,-1.062,0.471,0.020,0.361,-1.000,1.155,0.000,0.000,0.242,0.313
0.427,0.888,-0.727,0.333,0.000,0.000,-1.342,-0.640,-0.184,-1.000,0.142,0.613,0.047,0.192,0.000,0.595,-0.005,-0.225,0.193,0.764,-1.000,1.155,0.000,0.000,-0.533,0.270
0.427,0.903,1.833,-0.690,0.000,0.000,0.958,0.092,0.443,-1.000,0.142,-1.240,0.752,-0.030,0.000,-0.229,0.090,0.054,-0.075,0.857,-1.000,0.510,0.000,0.000,0.353,-1.337
0.427,0.917,-0.865,-1.373,0.000,0.000,1.198,0.035,-0.023,-1.000,0.142,0.319,0.611,0.041,0.000,-0.154,0.090,0.332,0.124,0.527,-1.000,0.510,0.000,0.000,-0.533,0.421
0.427,0.932,0.187,-0.690,0.000,0.000,-0.042,0.365,-0.218,-1.000,0.142,-0.461,0.611,0.242,0.000,0.819,-0.140,-0.503,0.275,-0.329,-1.000,-0.782,0.000,0.000,-0.090,0.577
0.427,0.946,0.598,-1.032,0.000,0.000,0.598,1.401,-0.453,-1.000,0.142,-0.393,0.047,0.104,0.000,0.183,-0.371,0.610,-0.117,-0.526,-1.000,0.510,0.000,0.000,0.021,-0.288
0.427,0.961,0.918,-1.714,0.000,0.000,0.098,1.567,-0.038,-1.000,0.142,-0.336,0.047,0.011,0.000,-0.192,-0.344,0.193,0.110,-0.177,-1.000,0.510,0.000,0.000,-0.311,-0.179
0.427,0.976,2.107,1.016,0.000,0.000,-0.282,0.262,-0.118,-1.000,0.142,0.025,0.188,-0.110,0.000,0.557,-0.479,-0.086,0.186,0.175,-1.000,0.510,0.000,0.000,0.408,-0.852
0.427,0.990,0.141,-0.008,0.000,0.000,0.338,-0.198,0.193,-1.000,0.142,-0.246,0.329,0.218,0.000,0.295,-0.927,0.610,-0.112,1.321,-1.000,-0.136,0.000,0.000,-0.477,0.002
0.427,1.005,-1.276,0.674,0.000,0.000,-0.402,0.063,0.308,-1.000,0.142,0.771,0.047,-0.037,0.000,0.670,-0.317,0.332,0.259,0.551,-1.000,-0.136,0.000,0.000,0.076,-0.334
0.427,1.019,-0.545,-0.349,0.000,0.000,0.038,0.179,0.277,-1.000,0.142,-0.540,-0.094,-0.112,0.000,0.595,-0.154,0.888,0.005,0.439,-1.000,0.510,0.000,0.000,-0.256,-0.283
0.427,1.034,1.330,-0.690,0.000,0.000,-0.382,0.593,0.271,-1.000,0.142,-0.641,0.470,0.253,0.000,0.183,0.117,0.054,0.114,0.308,-1.000,0.510,0.000,0.000,0.463,-1.067
0.427,1.048,-0.362,-1.032,0.000,0.000,0.478,1.146,0.398,-1.000,0.142,-0.054,-0.516,0.269,0.000,0.370,-0.547,0.193,-0.030,-0.369,-1.000,-0.136,0.000,0.000,-1.141,-0.279
0.427,1.063,-0.773,1.698,0.000,0.000,0.418,0.344,0.101,-1.000,0.142,-0.110,0.188,0.105,0.000,-0.454,-0.411,0.471,0.222,0.135,-1.000,-0.136,0.000,0.000,-0.311,-1.039
0.427,1.077,-0.773,0.333,0.000,0.000,0.478,-0.513,0.217,-1.000,0.142,-0.178,-0.094,0.110,0.000,0.220,-0.520,0.332,0.066,-0.649,-1.000,-0.136,0.000,0.000,-0.256,-0.782
0.427,1.092,1.056,-0.690,0.000,0.000,-0.642,0.360,0.178,-1.000,0.142,-0.495,-0.375,0.067,0.000,0.258,-0.276,-0.225,-0.007,0.311,-1.000,-0.136,0.000,0.000,-0.367,0.029
0.427,1.106,-0.042,-0.690,0.000,0.000,0.978,1.171,0.616,-1.000,0.142,-0.110,-0.235,0.020,0.000,-0.192,-0.520,-0.086,0.335,0.599,-1.000,0.510,0.000,0.000,-0.754,-0.940
0.427,1.121,0.095,-0.690,0.000,0.000,0.178,0.089,0.193,-1.000,0.142,-0.675,0.047,-0.321,0.000,0.557,-0.981,-0.642,0.235,-0.300,-1.000,-0.136,0.000,0.000,0.021,-1.280
0.427,1.135,-0.179,-0.008,0.000,0.000,0.138,-0.182,0.395,-1.000,0.142,-0.009,1.033,0.061,0.000,0.108,-0.439,-0.503,-0.005,-0.097,-1.000,0.510,0.000,0.000,0.021,-0.900
0.427,1.150,0.461,-0.690,0.000,0.000,-0.262,-0.560,0.008,-1.000,0.142,-0.449,-0.094,0.309,0.000,0.145,-0.913,-0.364,-0.078,0.391,-1.000,-0.136,0.000,0.000,0.740,-0.048
0.427,1.164,0.050,0.333,0.000,0.000,0.938,0.363,0.168,-1.000,0.142,-0.958,0.047,0.380,0.000,0.033,-0.276,0.054,0.031,-0.620,-1.000,0.510,0.000,0.000,0.353,-1.197
0.427,1.179,-0.453,-0.690,0.000,0.000,1.218,-0.460,-0.126,-1.000,0.142,-0.777,-0.516,0.214,0.000,0.220,0.416,-0.086,0.052,0.663,-1.000,0.510,0.000,0.000,-0.201,-0.029
0.427,1.193,1.421,-1.032,0.000,0.000,-0.122,-0.185,0.221,-1.000,0.142,0.477,0.470,0.063,0.000,-0.042,-0.289,-0.225,-0.046,0.276,-1.000,-0.136,0.000,0.000,-1.363,0.372
0.427,1.208,-0.590,1.357,0.000,0.000,0.598,0.110,0.742,-1.000,0.142,0.149,0.752,0.404,0.000,0.932,-0.669,0.193,0.015,-0.566,-1.000,1.155,0.000,0.000,-0.975,-1.280
0.427,1.222,-0.179,1.357,0.000,0.000,-0.742,1.728,0.121,-1.000,0.142,-0.845,-0.657,0.353,0.000,0.482,-0.127,0.193,0.188,-0.836,-1.000,0.510,0.000,0.000,-0.090,0.597
0.427,1.237,0.644,-1.373,0.000,0.000,1.258,0.045,0.625,-1.000,0.142,0.443,0.188,0.003,0.000,-0.154,-0.344,0.332,0.034,-0.081,-1.000,-0.136,0.000,0.000,-0.975,0.381
0.427,1.251,-1.047,-0.008,0.000,0.000,1.118,0.472,1.044,-1.000,0.142,0.082,0.611,-0.113,0.000,0.557,-0.208,0.332,0.308,1.164,-1.000,0.510,0.000,0.000,-1.418,-2.056
0.427,1.266,1.238,0.333,0.000,0.000,-0.742,1.288,0.607,-1.000,0.142,-0.144,-0.094,0.353,0.000,0.108,-0.411,-0.225,0.191,-0.020,-1.000,0.510,0.000,0.000,0.629,-0.301
0.427,1.280,0.095,0.674,0.000,0.000,0.738,-0.602,-0.000,-1.000,0.142,0.861,-0.375,0.065,0.000,0.595,0.402,0.888,0.251,0.820,-1.000,0.510,0.000,0.000,0.076,0.294
0.427,1.295,-1.276,0.674,0.000,0.000,0.358,0.706,0.408,-1.000,0.142,-0.641,-0.235,0.238,0.000,0.258,-0.398,-0.086,-0.119,0.359,-1.000,0.510,0.000,0.000,-0.920,-1.010
0.427,1.309,0.553,-0.008,0.000,0.000,0.358,1.115,0.178,-1.000,0.142,-0.020,0.470,0.165,0.000,0.707,-0.235,0.471,0.328,0.497,-1.000,0.510,0.000,0.000,-0.367,-0.976
0.427,1.324,0.873,-0.349,0.000,0.000,-0.642,-0.012,0.664,-1.000,0.142,-0.393,0.188,-0.076,0.000,0.445,-0.805,1.166,0.136,0.991,-1.000,-0.136,0.000,0.000,-0.588,0.200
0.427,1.338,0.553,0.333,0.000,0.000,0.178,0.130,-0.658,-1.000,0.142,-1.602,0.752,0.533,0.000,0.370,0.063,0.332,0.321,0.023,-1.000,-0.136,0.000,0.000,-0.201,-0.184
0.427,1.353,-0.179,1.357,0.000,0.000,-0.502,1.144,0.576,-1.000,0.142,-0.867,0.188,0.189,0.000,0.445,-0.411,-0.225,0.187,1.671,-1.000,0.510,0.000,0.000,-0.367,-0.704
0.427,1.367,-0.727,-1.373,0.000,0.000,-0.142,-0.679,0.391,-1.000,0.142,-0.359,-0.094,0.111,0.000,0.707,-0.493,-0.086,0.106,0.719,-1.000,0.510,0.000,0.000,-0.145,-0.047
0.427,1.382,-2.008,-0.008,0.000,0.000,-0.162,0.119,0.448,-1.000,0.142,-0.766,0.611,-0.042,0.000,1.007,-0.059,1.444,0.347,0.223,-1.000,-0.136,0.000,0.000,-0.367,-0.637
0.427,1.397,-1.642,-1.032,0.000,0.000,-0.642,-0.268,0.727,-1.000,0.142,-0.811,0.329,0.206,0.000,0.595,-0.452,0.332,0.128,0.404,-1.000,-0.136,0.000,0.000,-0.145,-0.667
0.427,1.411,-1.002,-0.349,0.000,0.000,1.778,1.467,0.341,-1.000,0.142,-0.698,-0.235,0.210,0.000,0.632,-0.005,1.166,0.309,0.959,-1.000,-0.136,0.000,0.000,-0.975,-1.207
0.427,1.426,-0.316,-1.714,0.000,0.000,0.058,0.016,0.483,-1.000,0.142,-0.472,-0.235,0.252,0.000,0.819,-0.222,0.193,0.114,0.889,-1.000,0.510,0.000,0.000,-0.920,-0.674
0.427,1.440,-0.133,-1.373,0.000,0.000,0.218,0.588,0.146,-1.000,0.142,-1.489,-0.375,0.694,0.000,0.258,-0.086,-0.086,0.622,0.399,-1.000,-0.136,0.000,0.000,-1.197,-0.858
0.427,1.455,-1.139,1.016,0.000,0.000,0.458,1.071,0.613,-1.000,0.142,-0.619,0.329,0.553,0.000,1.119,-0.615,0.749,0.408,0.076,-1.000,1.155,0.000,0.000,-0.920,0.432
0.427,1.469,1.970,-1.032,0.000,0.000,0.958,-0.438,0.224,-1.000,0.142,-0.167,1.033,0.546,0.000,0.445,-1.049,-0.225,0.162,0.212,-1.000,0.510,0.000,0.000,-0.256,-0.976
0.427,1.484,-1.688,-1.032,0.000,0.000,0.818,0.587,-0.465,-1.000,0.142,-1.003,-0.094,0.557,0.000,1.231,-0.859,0.332,0.499,-0.007,-1.000,-0.136,0.000,0.000,-0.975,-1.056
0.427,1.498,1.421,1.016,0.000,0.000,-0.842,0.662,0.762,-1.000,0.142,-0.867,-0.657,0.287,0.000,0.482,-0.425,0.332,0.384,0.439,-1.000,-0.782,0.000,0.000,-0.588,-0.337
